NurseID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
AN,d1,d1,d1,d1,d1, , , , ,a2,a2,a2,a2,a2, , , ,a1,d1,d2,d2, , ,d1,d1, , , 
AO, , ,d2,d2,d2,p1,p1, , , , , ,p2,p2,p1,p1,p1,p1, , , ,p1,p1,p1,p1,p1, , 
AP,a1, , , , ,a1,a1,a1,a1,a2,d1, , , , , ,a1,a2,a1, , , ,a2,a1,a1,a1,a1,a1
AQ, ,p1,p1,p1, , , ,d2,p2,p1,p1,p1, , , , , ,d2,p1,p1,p1,p1,p1, , , ,p1,p1
AR,d1, , , , ,d1,d1,d1,d1,p2,p1, , , , ,a2,a2,d1, , , , ,a1,a1,d1,d1,d1,d1
AS, , , ,d1,d1,d1,d1,d1,d1, , , ,d1,d2,d1,d2,p2, , , , ,d1,d1,d1,d1,d1, , 
AT, , , ,a2,a1,a2,a1,d1, , , ,a1,d2,d2,d2,d2,d2, , , , ,a1,a1,a2,a1,a1, , 
AU,d2,p2, , , ,p2,p1,p1,p1,p1,p1, , , ,a2,p1,p1,p1,p1, , , , , , ,a2,d2,d2
AV,d1,d1,d1,d1,d1, , , , ,a1,a1,a1,a1,a1, , , ,d1,d1,d1,d1, , , ,d1,d1, , 
AW,d2,d2,d2,d2, , , ,p1,p1,p1,p1, , , , ,p1,p1,p1,p1,p1,p1, , , , , ,p2,p1
AX,p2,p2,p2,p2,p2, , , ,a1,d1,d1,d1,d1,d1, , , , ,d1,p1,p1, , , ,d1,d1, , 
Problem status: Solved to optimality

The minimised penalty = 3443
Time elapsed: 82.3809s.
