NurseID: [A B C D E F G H I J K L M N O P Q R S T U V W X Y Z AA AB AC AD AE AF AG AH AI AJ AK AL AM AN AO AP AQ AR AS AT AU AV AW AX AY AZ BA BB BC BD BE BF BG BH BI BJ BK BL BM BN BO BP BQ BR BS BT BU BV BW BX BY BZ CA CB CC CD CE CF CG CH CI CJ CK CL CM CN CO CP CQ CR CS CT CU CV CW CX CY CZ DA DB DC DD DE DF DG DH DI DJ DK DL DM DN DO DP ] 
 
[1 21]
[8 11]
[12 13]
[22 23]
[16 26]
[1 21]
[5 26]
[10 14]
[5 6]
[9 25]
[11 21]
[12 27]
[2 28]
[23 28]
[2 3]
[11 24]
[17 18]
[17 25]
[21 22]
[8 9]
[8 9]
[1 2]
[8 18]
[20 21]
[6 12]
[7 8]
[7 11]
[21 22]
[9 10]
[26 27]
[2 23]
[1 7]
[4 25]
[19 25]
[19 24]
[15 16]
[23 24]
[7 8]
[16 17]
[15 16]
[15 28]
[15 16]
[14 15]
[23 24]
[16 17]
[8 24]
[26 27]
[11 18]
[2 8]
[23 24]
[20 25]
[24 25]
[1 10]
[10 19]
[5 17]
[14 15]
[1 25]
[9 13]
[3 4]
[16 21]
[4 5]
[19 20]
[4 5]
[14 15]
[16 17]
[23 24]
[26 27]
[7 8]
[18 19]
[18 24]
[13 16]
[26 27]
[12 27]
[16 17]
[16 17]
[6 7]
[7 25]
[5 6]
[10 20]
[6 15]
[3 6]
[9 18]
[2 25]
[5 6]
[4 14]
[7 14]
[24 27]
[8 9]
] 

MaxShifts: 
[28 28 28 11 7 28 28 28 11 7 28 28 28 11 0 3 0 0
0 28 0 0 7 0 28 28 11 7 28 28 28 0 7 0 0 2
28 28 28 11 7 0 0 28 0 0 0 28 0 11 7 3 2 2
0 0 28 11 0 0 28 28 11 7 0 0 28 11 7 0 0 0
28 0 28 11 0 28 0 28 11 7 28 28 28 0 7 3 2 2
0 28 28 0 7 28 28 0 0 7 0 28 28 11 7 0 2 2
28 28 28 0 7 28 28 28 11 7 28 28 28 0 0 3 2 2
0 28 28 11 7 28 28 0 0 7 28 0 28 11 7 0 0 0
28 28 0 11 7 28 28 0 0 0 28 28 28 11 7 3 2 0
28 28 28 0 0 28 28 28 0 7 0 28 28 11 7 0 2 2
28 28 28 0 7 28 28 28 0 7 28 28 0 11 7 3 2 0
28 28 28 11 7 28 28 28 11 0 0 0 0 11 0 3 0 0
28 28 28 11 7 28 28 0 11 7 28 28 0 11 0 3 0 0
28 28 28 0 7 0 28 28 11 0 28 28 28 11 0 3 2 2
28 0 28 11 7 28 28 0 11 7 28 0 28 11 7 0 2 2
28 28 28 11 7 0 28 28 11 7 28 28 28 0 7 3 0 0
28 28 28 11 7 28 28 28 11 7 28 28 28 11 7 0 2 2
0 28 0 11 7 28 0 0 11 7 0 28 28 11 7 3 2 2
28 28 28 11 7 28 0 28 11 7 0 28 28 11 7 3 2 2
28 28 28 11 0 28 0 28 0 7 28 0 28 0 7 3 2 2
0 28 28 11 7 0 0 28 11 7 28 28 28 11 7 0 2 2
28 0 28 0 0 28 28 0 0 7 28 28 0 11 7 0 2 2
28 0 0 0 7 28 28 28 11 7 0 0 28 11 7 0 0 2
0 28 28 11 7 28 0 28 11 7 0 28 28 11 7 3 2 2
28 28 28 11 7 28 28 28 11 7 28 28 28 11 7 0 0 0
28 28 28 11 0 0 0 28 11 7 28 28 28 11 7 0 2 0
28 28 0 0 7 0 28 0 11 7 28 28 28 11 7 3 2 2
28 28 28 11 7 0 28 28 11 7 28 28 28 11 7 0 2 2
0 28 28 11 0 28 28 28 0 7 28 0 28 11 7 3 2 2
28 28 0 11 7 28 28 28 0 7 28 28 28 0 7 3 2 2
28 28 28 0 0 0 0 0 11 7 28 28 28 0 0 3 0 2
28 28 28 11 7 28 28 28 11 7 0 28 0 11 0 0 2 2
28 28 28 0 7 28 28 28 0 0 28 28 28 11 0 0 2 2
28 28 0 0 7 28 0 0 0 7 0 0 28 11 7 3 2 2
28 28 0 0 0 28 28 0 11 7 0 28 0 0 0 3 2 2
28 28 0 11 7 28 0 28 0 7 0 28 0 11 0 3 2 2
28 28 28 0 0 28 0 28 11 0 28 28 28 0 7 3 0 2
28 28 28 11 7 0 0 28 11 7 0 0 0 11 7 3 2 0
28 0 28 11 7 28 0 28 11 7 28 28 0 11 7 3 2 0
28 28 28 11 7 0 28 28 0 7 28 28 28 11 7 0 2 2
0 28 0 0 7 0 0 0 11 7 28 28 28 11 7 0 2 0
28 28 28 11 0 28 0 28 11 7 28 28 0 11 0 0 2 2
28 28 0 0 7 28 28 28 11 7 28 28 28 11 7 3 2 0
28 28 0 11 7 28 28 28 11 7 28 0 28 11 0 3 0 2
28 0 28 11 7 28 28 28 0 0 28 28 28 11 7 3 0 2
28 28 0 0 6 0 28 0 10 0 28 0 0 10 6 3 0 0
0 28 0 0 0 28 28 0 10 6 28 28 28 0 6 3 2 0
28 0 28 10 6 28 28 28 0 0 28 0 28 0 6 0 0 2
28 28 28 10 6 28 28 28 0 0 0 0 0 10 6 0 2 0
0 28 0 10 6 28 0 28 0 6 28 28 0 10 6 3 2 2
28 28 28 10 6 28 0 28 10 0 28 0 28 10 6 3 2 2
0 0 28 10 6 28 28 28 10 6 0 28 0 10 0 3 0 0
0 28 0 10 6 0 28 28 10 6 28 28 28 0 6 3 0 2
28 0 28 10 6 28 28 28 0 6 0 28 28 0 6 3 2 2
0 28 28 10 0 0 28 28 10 6 0 28 0 10 0 0 2 2
28 28 0 10 6 28 28 28 0 6 28 28 0 10 6 3 2 2
28 28 28 10 6 28 0 28 10 6 28 28 28 10 0 3 2 2
28 28 28 10 6 28 28 28 10 6 28 28 28 10 6 3 2 2
28 0 28 10 0 28 0 0 10 0 28 28 28 10 6 3 2 2
28 28 28 10 0 28 28 28 10 6 0 28 28 10 0 3 2 2
28 28 0 10 0 0 0 0 10 6 0 0 28 0 0 0 0 2
0 28 28 0 0 28 28 0 10 6 28 28 28 0 6 0 2 2
0 0 28 10 6 28 0 28 10 6 28 28 28 0 0 0 2 2
28 28 0 10 6 28 28 28 0 0 28 28 28 10 6 3 0 2
0 28 0 10 6 28 28 28 10 0 28 28 28 0 6 3 2 2
0 28 28 0 6 28 28 0 0 6 28 0 28 0 6 3 2 0
28 28 28 10 6 28 28 28 10 6 28 28 0 10 0 3 0 2
0 28 0 10 6 28 28 0 10 6 28 28 28 0 0 0 0 2
28 0 0 10 0 28 28 28 10 6 28 28 0 10 6 0 2 2
0 28 0 10 0 28 28 28 10 6 0 0 0 10 6 0 2 2
0 28 0 10 0 0 0 28 10 6 28 0 0 10 6 3 0 0
0 0 0 10 0 0 28 28 10 6 28 0 28 0 0 3 2 0
28 0 28 10 6 28 28 28 10 0 28 0 0 10 6 3 2 2
28 28 28 10 6 28 0 28 10 0 0 28 28 0 0 0 0 2
0 28 28 0 6 28 28 28 10 0 0 28 28 0 6 0 2 2
0 0 0 10 6 28 28 0 10 6 28 28 28 10 6 0 2 2
28 28 28 10 0 28 28 28 10 0 0 28 0 10 6 0 2 2
28 28 0 10 6 28 28 28 10 6 28 28 28 0 6 0 2 2
28 28 28 10 6 28 28 28 10 0 28 28 28 10 6 3 2 2
28 28 28 0 6 28 0 28 10 6 28 28 0 10 6 3 2 0
0 28 28 10 6 28 28 28 10 0 28 28 0 0 0 3 2 2
28 28 28 10 6 28 28 28 0 6 0 28 28 0 6 3 2 2
28 28 0 0 0 0 28 0 0 6 28 0 28 10 6 0 2 2
28 28 0 10 0 0 28 28 0 6 28 28 0 0 6 3 2 2
28 28 28 10 6 28 28 0 0 6 28 0 0 10 6 0 2 2
0 28 28 10 6 28 28 0 0 6 28 28 28 10 0 0 0 2
0 28 28 10 6 28 28 28 0 0 28 28 28 0 6 0 0 2
0 28 0 10 6 0 28 28 10 6 28 28 28 10 6 3 0 2
28 28 0 10 6 28 28 28 10 6 28 28 0 10 0 3 2 2
28 28 28 10 6 28 28 0 0 0 28 28 28 10 0 3 2 2
0 28 0 11 0 28 28 28 11 7 0 28 0 11 7 3 0 2
28 0 0 11 0 28 28 28 11 7 28 28 28 11 7 0 0 0
28 0 28 11 7 28 28 28 11 0 28 0 28 11 7 0 2 2
28 28 0 11 7 28 28 28 11 7 28 28 0 11 0 3 0 0
28 0 28 11 7 28 0 0 0 7 28 28 28 0 0 0 2 2
0 28 28 11 7 0 28 0 11 0 28 0 28 11 0 3 2 2
0 0 28 0 7 0 0 28 11 7 28 28 28 11 7 3 2 0
28 28 28 11 7 28 28 0 11 0 0 0 28 0 7 0 2 2
28 28 28 0 7 28 28 0 0 7 0 28 0 0 7 3 0 2
28 28 28 11 0 28 28 28 0 0 28 0 28 11 0 3 2 2
28 28 28 6 4 28 28 28 6 4 28 28 0 6 4 2 0 0
28 0 28 6 4 0 28 28 0 4 28 0 28 6 4 2 1 1
28 28 28 0 4 0 28 0 6 0 28 28 0 6 0 2 0 1
0 28 28 6 0 28 28 0 6 0 28 28 28 6 4 0 1 1
0 28 28 0 4 0 28 28 6 4 28 0 28 0 4 2 1 1
28 0 28 6 4 28 0 28 0 4 0 28 28 0 4 2 1 0
28 28 28 0 4 28 0 28 6 0 28 0 28 6 0 2 0 1
0 28 28 0 4 28 28 28 0 4 0 28 28 6 4 2 1 0
28 0 0 0 0 28 28 28 0 0 28 0 28 0 4 0 0 1
28 28 28 6 4 28 0 28 0 4 0 28 28 6 4 2 0 0
28 0 28 6 4 28 28 0 6 4 28 28 0 0 4 2 1 1
28 0 28 6 0 0 28 0 6 0 0 28 28 6 4 0 1 1
28 28 0 0 0 28 28 28 6 4 28 0 28 0 0 2 0 0
0 0 28 6 4 28 28 28 0 4 0 0 28 6 4 0 1 0
28 28 0 6 4 28 28 28 6 4 28 0 28 6 4 2 1 1
0 28 0 5 3 28 0 0 0 3 0 28 28 0 3 0 1 0
0 28 28 0 3 28 28 28 0 3 28 28 28 5 3 1 1 1
28 28 28 5 3 0 28 28 5 3 0 0 0 5 3 0 1 1
28 28 28 5 3 28 28 28 0 0 0 0 28 5 0 1 1 1
28 28 28 0 3 28 28 28 0 0 28 28 28 5 3 0 1 1
] 

MaxTotalMinutes: [8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 5160 5160 5160 5160 5160 5160 5160 5160 5160 5160 5160 5160 5160 5160 5160 3840 3840 3840 3840 3840 ] 
MinTotalMinutes: [7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7440 7920 7920 7920 7920 7920 7920 7920 7920 7920 7920 4440 4440 4440 4440 4440 4440 4440 4440 4440 4440 4440 4440 4440 4440 4440 3120 3120 3120 3120 3120 ] 
MaxConsecutiveShifts: [5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 ] 
MinConsecutiveShifts: [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 ] 
MinConsecutiveDaysOff: [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ] 
MaxWeekends: [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 ] 

PreferredCoverage: 
[5 4 3 2 4 4 5 4 4 3 4 4 5 3 2 3 2 3
4 3 4 3 3 5 5 2 3 3 4 4 4 3 3 2 3 3
4 4 5 3 3 4 4 5 2 4 2 5 3 4 5 3 3 4
4 3 4 3 3 2 4 4 4 3 6 4 6 2 3 5 3 4
4 4 2 2 3 4 4 4 2 3 4 4 5 3 3 4 5 2
5 4 4 5 2 4 4 5 2 3 5 4 4 2 3 2 5 3
4 5 4 3 3 3 3 4 2 2 3 4 4 5 3 4 5 2
5 4 4 5 2 5 4 5 2 2 5 5 4 3 4 4 3 2
4 3 2 3 2 4 4 4 3 2 4 5 5 2 3 4 4 3
5 3 6 2 3 4 4 5 2 3 4 4 4 5 3 4 3 3
4 3 4 3 4 4 6 3 3 3 4 6 4 2 5 3 2 3
4 4 6 4 3 4 3 5 3 3 5 4 3 3 2 4 3 2
4 4 2 4 4 4 4 4 3 2 4 3 3 3 2 4 5 2
6 4 4 3 1 4 5 4 3 3 2 4 4 3 3 4 5 2
5 4 6 3 4 5 4 4 2 1 4 6 4 2 2 2 3 2
4 4 5 3 2 4 2 6 3 3 4 4 4 4 4 5 4 2
6 4 4 3 2 4 5 5 3 2 4 4 3 3 3 2 3 3
4 3 4 2 2 4 3 2 3 3 3 5 4 2 1 6 5 1
4 4 6 3 2 4 4 4 4 1 5 5 6 3 2 5 2 3
3 5 4 3 1 3 3 6 3 2 4 4 3 4 2 5 2 3
4 2 4 3 2 4 4 4 5 1 2 3 2 2 2 4 3 1
4 5 4 2 1 4 4 4 2 1 4 3 4 3 3 6 3 3
4 3 4 2 2 5 4 4 4 2 5 4 4 3 1 4 3 1
3 6 4 2 2 4 5 4 3 2 4 4 4 4 1 3 2 2
4 6 4 3 2 4 2 4 3 3 5 5 5 3 1 4 4 1
3 4 2 3 3 2 2 4 3 2 3 2 3 3 2 2 3 3
3 3 2 3 1 3 6 4 2 4 4 4 3 2 1 4 4 2
4 4 2 4 1 4 4 4 4 3 2 4 4 5 1 4 5 2
] 

UnderstaffedPenalty: 
[100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
] 

OverstaffedPenalty: 
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
] 

ShiftOffPenalty: 
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
